id,name,exec_timing_type,efficacy_type,target_type,sub_target_type_set_id,passive_skill_effect_id,calc_option,turn,is_once,probability,causality_conditions,eff_value1,eff_value2,eff_value3,efficacy_values
5004533,Adapting to the Environment,5,98,1,0,,2,99,0,100,,30,150,0,{}
5004544,Display of True Strength,6,2,1,0,,2,1,0,100,,100,0,0,{}
5004545,Manifestation of True Strength,1,13,1,0,,2,1,0,100,,50,0,0,{}
5004546,Shattered History,1,5,2,51,,0,1,0,100,,1,0,0,{}
5004547,Shattered History,1,5,2,51,,0,1,0,100,,1,0,0,{}
5004548,Stamina of the Fusion Fighter,1,3,2,72,,2,1,0,100,,20,20,0,{}
5004549,Stamina of the Fusion Fighter,1,5,2,72,,0,1,0,100,,1,0,0,{}
5004550,Disturbance-Curbing Energy,1,67,1,0,,0,1,0,100,"{""source"": ""3029"", ""compiled"": 3029}",15,32,0,{}
5004551,Disturbance-Curbing Energy,1,67,1,0,,0,1,0,100,"{""source"": ""3029"", ""compiled"": 3029}",15,32,0,{}
5004552,Sphere of Guidance,4,1,1,0,,2,1,0,100,"{""source"": ""46"", ""compiled"": 46}",100,0,0,{}
5004553,Rules Set by Cell,1,13,1,0,,2,1,0,100,,80,0,0,{}
5004554,Cheerful Dance,15,2,1,0,,2,1,0,100,"{""source"": ""1004"", ""compiled"": 1004}",222,0,0,{}
5004555,Cheerful Dance,15,2,1,0,,2,1,0,100,"{""source"": ""1004"", ""compiled"": 1004}",333,0,0,{}
5004556,Showdown with His Nemesis,1,3,12,0,,2,1,0,100,,25,25,0,{}
5004557,Lively and Uninhibited Girl,4,1,1,0,,2,1,0,100,"{""source"": ""46"", ""compiled"": 46}",100,0,0,{}
5004559,Girl Living in the Mountains,4,1,1,0,,2,1,0,100,"{""source"": ""46"", ""compiled"": 46}",100,0,0,{}
5004560,Adventure Beyond Adventure,1,3,2,76,,2,1,0,100,,50,50,0,{}
5004561,Goku Goes Full Throttle,1,90,1,0,,0,1,0,100,"{""source"": ""2038"", ""compiled"": 2038}",20,0,0,{}
5004562,Surpass Your Dad!,6,120,1,0,,0,1,0,100,"{""source"": ""1410&141&684"", ""compiled"": [""&"", 1410, 141, 684]}",0,400,18,{}
5004563,Cell Approaches,1,91,1,0,,2,1,0,100,"{""source"": ""1441"", ""compiled"": 1441}",18,0,0,{}
5004564,Cell Getting Close to Perfection,4,3,1,0,,2,1,0,100,"{""source"": ""1440"", ""compiled"": 1440}",180,180,0,{}
5004565,Cell Gets Serious,4,3,1,0,,2,1,0,100,"{""source"": ""1440"", ""compiled"": 1440}",180,180,0,{}
5004567,Completion of Duty,1,78,1,0,,0,7,1,100,,0,0,0,{}
5004568,Evil Barrier,1,13,1,0,,2,99,1,100,,95,0,0,{}
5004569,Collapse of Order,15,3,1,0,,2,1,0,100,"{""source"": ""787"", ""compiled"": 787}",100,100,0,{}
5004570,Adapting to Change,7,98,1,0,,2,99,0,100,"{""source"": ""24|365"", ""compiled"": [""|"", 24, 365]}",30,150,0,{}
5004571,Krillin's Flash of Brilliance,1,3,1,0,,2,1,0,100,"{""source"": ""1133"", ""compiled"": 1133}",100,100,0,{}
5004572,Intensified with the Kaioken Technique!,1,90,1,0,,2,1,0,100,,50,0,0,{}
5004573,Full Potential,1,90,1,0,,2,1,0,100,,50,0,0,{}
5004574,Flexible Change of Course,1,3,2,444,,2,1,0,100,,18,18,0,{}
5004575,Caulifla's Potential,7,3,1,0,,2,6,0,100,"{""source"": ""2554"", ""compiled"": 2554}",80,80,0,{}
5004576,Caulifla's Ambition,7,3,1,0,,2,6,0,100,"{""source"": ""2554"", ""compiled"": 2554}",100,100,0,{}
5004577,Challenge Not to Be Missed,1,91,1,0,,2,1,0,100,,100,0,0,{}
5004578,Challenge Not to Be Missed,1,91,1,0,,2,1,0,100,,100,0,0,{}
5004579,Power Not to Be Overlooked,4,1,1,0,,2,1,0,100,"{""source"": ""3409"", ""compiled"": 3409}",100,0,0,{}
5004580,Power Not to Be Overlooked,4,1,1,0,,2,1,0,100,"{""source"": ""3409"", ""compiled"": 3409}",100,0,0,{}
5004581,Tournament Held by Cell,4,1,1,0,,2,1,0,100,"{""source"": ""47"", ""compiled"": 47}",100,0,0,{}
5004582,Accurate Situation Analysis,4,3,1,0,,2,1,0,100,"{""source"": ""46"", ""compiled"": 46}",100,100,0,{}
5004583,Martial Arts Tournament of the Otherworld,1,3,2,0,,2,1,0,100,"{""source"": ""2783|2852"", ""compiled"": [""|"", 2783, 2852]}",20,20,0,{}
5004584,Renowned Contender in the Otherworld,1,3,2,0,,2,1,0,100,"{""source"": ""2783|2852"", ""compiled"": [""|"", 2783, 2852]}",30,30,0,{}
5004585,Top Contender of the Otherworld Tournament,1,3,2,0,,2,1,0,100,"{""source"": ""2783|2852"", ""compiled"": [""|"", 2783, 2852]}",40,40,0,{}
5004586,Spirit to Become the Strongest in the Otherworld,1,5,1,0,,0,1,0,100,,3,0,0,{}
5004587,Thundering Aura,1,2,1,0,,2,1,0,100,"{""source"": ""1101"", ""compiled"": 1101}",100,0,0,{}
5004588,Otherworld Champion's Prestige,5,98,1,0,,2,99,0,100,"{""source"": ""790"", ""compiled"": 790}",20,10000,0,{}
5004589,Big Power-Up,7,91,1,0,,2,1,0,100,"{""source"": ""365"", ""compiled"": 365}",10,0,0,{}
5004590,Big Power-Up,7,91,1,0,,2,1,0,100,"{""source"": ""365"", ""compiled"": 365}",10,0,0,{}
5004591,Divine Technique,4,1,1,0,,2,1,0,100,,159,0,0,{}
5004592,Advantage of Light Speed,1,91,1,0,,2,1,0,100,,50,0,0,{}
5004593,A Plan to Accumulate Ki,1,13,1,0,,2,99,1,100,,90,0,0,{}
5004594,A Professional's Style,1,3,1,0,,2,1,0,100,,200,200,0,{}
5004595,Crane School's Backbone,6,120,1,0,,0,1,0,50,"{""source"": ""1410&141"", ""compiled"": [""&"", 1410, 141]}",0,300,30,{}
5004596,A Plan to Hit the Target,1,13,1,0,,2,99,1,100,,90,0,0,{}
5004597,Metal Men's Traits,6,13,1,0,,2,1,0,100,"{""source"": ""141"", ""compiled"": 141}",90,0,0,{}
5004598,Metal Men's Secret,6,13,1,0,,2,1,0,100,"{""source"": ""141"", ""compiled"": 141}",80,0,0,{}
5004599,I've Got a Secret Move!,4,2,1,0,,2,1,0,100,"{""source"": ""1901&1947"", ""compiled"": [""&"", 1901, 1947]}",70,0,0,{}
5004600,This Ends Now!,1,68,1,0,,2,1,0,100,,63,4,10,{}
5004601,Steady Improvement,4,3,1,0,,2,1,0,100,"{""source"": ""1901"", ""compiled"": 1901}",70,70,0,{}
5004602,Evolution in Stance,1,81,1,0,,2,1,0,100,,0,0,70,{}
5004603,Match Clincher,4,1,1,0,,2,1,0,100,"{""source"": ""1043"", ""compiled"": 1043}",220,0,0,{}
5004604,Match Clincher,4,1,1,0,,2,1,0,100,"{""source"": ""1043"", ""compiled"": 1043}",250,0,0,{}
5004605,Deep Bonds in His Heart,1,5,1,0,,0,1,0,100,"{""source"": ""2402"", ""compiled"": 2402}",2,0,0,{}
5004606,Deep Bonds in His Heart,1,5,1,0,,0,1,0,100,"{""source"": ""2543"", ""compiled"": 2543}",2,0,0,{}
5004607,Pressure of Savage Power,1,3,1,0,,2,1,0,100,"{""source"": ""768"", ""compiled"": 768}",40,40,0,{}
5004608,Pressure of Savage Power,1,3,1,0,,2,1,0,100,"{""source"": ""768|2999"", ""compiled"": [""|"", 768, 2999]}",40,40,0,{}
5004609,20th Anniversary,1,2,1,0,,2,1,0,100,"{""source"": ""1516"", ""compiled"": 1516}",100,0,0,{}
5004610,Strength to Survive,5,98,1,0,,2,99,0,100,,40,160,1,{}
5004611,Stunning Power in the Face of Crisis,1,67,1,0,,0,1,0,100,,29,2,0,{}
5004612,True Value of the Force,1,3,1,0,,2,1,0,100,"{""source"": ""1331"", ""compiled"": 1331}",20,20,0,{}
5004613,True Value of Body Change,1,13,1,0,,2,1,0,100,,50,0,0,{}
5004614,Unprecedented Secret Weapons,6,2,1,0,,2,1,0,100,"{""source"": ""1336"", ""compiled"": 1336}",100,0,0,{}
5004615,Impenetrable Elite Force,5,98,1,0,,2,99,0,100,,50,200,0,{}
5004618,Total Annihilation,1,3,1,0,,2,1,0,100,"{""source"": ""636|3485"", ""compiled"": [""|"", 636, 3485]}",120,120,0,{}
5004619,Solid and Profound Battle Experience,1,91,1,0,,2,1,0,100,"{""source"": ""1798|2543"", ""compiled"": [""|"", 1798, 2543]}",10,0,0,{}
5004620,Pure Saiyan Cells,1,91,1,0,,2,1,0,100,"{""source"": ""1798|2543"", ""compiled"": [""|"", 1798, 2543]}",15,0,0,{}
5004621,Significance of Combat Experience,1,91,1,0,,2,1,0,100,"{""source"": ""1797|3498"", ""compiled"": [""|"", 1797, 3498]}",20,0,0,{}
5004622,Significance of Combat Experience,1,91,1,0,,2,1,0,100,"{""source"": ""1797|3498"", ""compiled"": [""|"", 1797, 3498]}",20,0,0,{}
5004623,Significance of What Must Be Protected,1,5,2,765,,0,1,0,100,,3,0,0,{}
5004624,Significance of What Must Be Protected,1,5,2,765,,0,1,0,100,,3,0,0,{}
5004625,Beautiful Ideals,1,13,1,0,,2,1,0,100,"{""source"": ""759|2543"", ""compiled"": [""|"", 759, 2543]}",90,0,0,{}
5004626,Beautiful Superiority Complex,1,13,1,0,,2,1,0,100,"{""source"": ""759|2543"", ""compiled"": [""|"", 759, 2543]}",85,0,0,{}
5004627,Mortals Must Be Banished!,1,3,1,0,,2,1,0,100,"{""source"": ""759|2543"", ""compiled"": [""|"", 759, 2543]}",50,50,0,{}
5004628,Mortals Must Be Banished!,1,3,1,0,,2,1,0,100,"{""source"": ""759|2543"", ""compiled"": [""|"", 759, 2543]}",50,50,0,{}
5004629,Mortals Are Unnecessary!,1,78,1,0,,0,1,0,100,,0,0,0,{}
5004630,Mortals Are Unnecessary!,1,78,1,0,,0,1,0,100,,0,0,0,{}
5004631,Explosive Ki Manipulation,1,90,1,0,,2,1,0,100,,50,0,0,{}
5004632,Unified Energy,6,2,1,0,,2,1,0,100,,100,0,0,{}
5004633,Unified Power,1,13,1,0,,2,1,0,100,,70,0,0,{}
5004634,Unified Radiance,7,110,1,0,,0,1,0,100,,2,3004634,0,{}
5004635,Concentrated Abilities,4,1,1,0,,2,1,0,100,,100,0,0,{}
5004636,Ever-Shifting Abilities,4,1,1,0,,2,1,0,100,,150,0,0,{}
5004637,Diabolical Abilities,6,120,1,0,,0,1,0,100,"{""source"": ""1793&141&537"", ""compiled"": [""&"", 1793, 141, 537]}",0,300,32,{}
5004638,A Professional's Job,4,68,1,0,,2,1,0,100,,32,1,100,{}
5004639,I'll Take That!,11,81,1,0,,0,1,0,100,"{""source"": ""26|33"", ""compiled"": [""|"", 26, 33]}",0,0,50,{}
5004640,Women Are Disgusting!,11,81,1,0,,0,1,0,100,"{""source"": ""26|33"", ""compiled"": [""|"", 26, 33]}",0,0,100,{}
5004641,Misled Youth,7,2,1,0,,2,1,0,100,"{""source"": ""24&25"", ""compiled"": [""&"", 24, 25]}",150,0,0,{}
5004642,Thin Line Between an Assassin and a Martial Artist,7,2,1,0,,2,1,0,100,"{""source"": ""24&25"", ""compiled"": [""&"", 24, 25]}",200,0,0,{}
5004643,Fight of Sheer Mettle,1,81,1,0,,2,10,1,100,"{""source"": ""2089"", ""compiled"": 2089}",0,0,0,{}
5004644,Psychokinetic Support,1,3,1,0,,2,1,0,100,"{""source"": ""763"", ""compiled"": 763}",20,20,0,{}
5004645,Psychokinetic Disruption,1,3,1,0,,2,1,0,100,"{""source"": ""763"", ""compiled"": 763}",30,30,0,{}
5004646,Zamasu Is the Power of the Universe,1,13,1,0,,2,1,0,100,,70,0,0,{}
5004647,Ferocious Clone,1,3,1,0,,2,1,0,100,"{""source"": ""3501"", ""compiled"": 3501}",40,40,0,{}
5004648,Eerie Clone,1,3,1,0,,2,1,0,100,"{""source"": ""3499"", ""compiled"": 3499}",40,40,0,{}
5004649,Proliferating Clone,1,3,1,0,,2,1,0,100,"{""source"": ""3501"", ""compiled"": 3501}",40,40,0,{}
5004650,Incarnation of the Four-Star Ball,1,5,1,0,,0,1,0,100,"{""source"": ""525|1922"", ""compiled"": [""|"", 525, 1922]}",4,0,0,{}
5004651,Merciless Clone,1,3,1,0,,2,1,0,100,"{""source"": ""3501"", ""compiled"": 3501}",40,40,0,{}
5004652,Shifting Clone,1,3,1,0,,2,1,0,100,"{""source"": ""3501"", ""compiled"": 3501}",40,40,0,{}
5004653,Zero Mortals Plan Begins,1,13,1,0,,2,1,0,100,"{""source"": ""1380"", ""compiled"": 1380}",80,0,0,{}
5004654,Unfathomable Speed,5,98,1,0,,2,1,0,100,,30,1000,0,{}
5004655,Mastery of Strength,6,2,1,0,,2,1,0,100,"{""source"": ""2086"", ""compiled"": 2086}",100,0,0,{}
5004656,Champa's Chosen Fighters,1,5,2,787,,0,1,0,100,,1,0,0,{}
5004657,Champa's Strategy,1,5,2,787,,0,1,0,100,,2,0,0,{}
5004658,Ideal Performance,1,3,2,180,,2,1,0,100,,20,20,0,{}
5004659,Satisfying Performance,1,3,2,180,,2,1,0,100,,40,40,0,{}
5004660,Core of the New-Generation Fighters,15,2,1,0,,2,1,0,100,"{""source"": ""665"", ""compiled"": 665}",100,0,0,{}
5004661,Sense of Real Combat,15,2,1,0,,2,1,0,100,"{""source"": ""665"", ""compiled"": 665}",150,0,0,{}
5004662,Peace-Protecting Fighter's Awareness,1,3,2,0,,2,1,1,100,,30,30,0,{}
5004663,Peace-Protecting Fighter's Awareness,1,3,2,0,,2,1,1,100,,30,30,0,{}
5004664,Evil-Crushing Fighters' Awareness,1,96,1,0,,0,1,0,100,,31,2,0,{}
5004665,Evil-Crushing Fighters' Awareness,1,96,1,0,,0,1,0,100,,31,2,0,{}
5004666,Peculiar Atmosphere,7,3,1,0,,2,99,1,100,"{""source"": ""1786"", ""compiled"": 1786}",100,100,0,{}
5004667,Unusual Brutality,7,110,1,0,,0,1,0,100,"{""source"": ""1786"", ""compiled"": 1786}",2,3004667,0,{}
5004668,Warrior of the Galaxy,1,3,1,0,,2,1,0,100,"{""source"": ""1574"", ""compiled"": 1574}",100,100,0,{}
5004669,Another Secret Strategy,1,3,1,0,,2,1,0,100,"{""source"": ""1574"", ""compiled"": 1574}",100,100,0,{}
5004670,Blutz Waves of Hatred,1,81,1,0,,0,1,0,100,"{""source"": ""3510|3511|3517"", ""compiled"": [""|"", 3510, 3511, 3517]}",0,0,100,{}
5004672,Concentrated Power,1,90,1,0,,2,1,0,100,"{""source"": ""862|3200"", ""compiled"": [""|"", 862, 3200]}",30,0,0,{}
5004673,Evil Domination,1,1,13,38,,2,1,0,100,,20,0,0,{}
5004674,As Brave as Daddy,1,3,2,0,,2,1,0,100,"{""source"": ""931"", ""compiled"": 931}",30,30,0,{}
5004676,The Tail Returns,1,1,2,791,,2,1,0,100,,33,0,0,{}
5004678,Mental Prowess in Battle,4,1,1,0,,2,1,0,100,"{""source"": ""862"", ""compiled"": 862}",100,0,0,{}
5004679,Bearing Hope,4,1,1,0,,2,1,0,100,"{""source"": ""1274"", ""compiled"": 1274}",100,0,0,{}
5004680,Power to Annihilate Evil,7,98,1,0,,2,99,0,100,"{""source"": ""24|365"", ""compiled"": [""|"", 24, 365]}",25,100,2,{}
5004681,Discharge of Evil,1,13,1,0,,2,1,1,100,,60,0,0,{}
5004682,Beyond the Galaxy,4,3,1,0,,2,1,0,100,"{""source"": ""46"", ""compiled"": 46}",100,100,0,{}
5004683,Golden Power,1,78,1,0,,0,1,0,70,"{""source"": ""2729"", ""compiled"": 2729}",0,0,0,{}
5004684,Golden Power,1,78,1,0,,0,1,0,70,"{""source"": ""2729"", ""compiled"": 2729}",0,0,0,{}
5004685,Gogeta's Power,1,91,1,0,,2,1,0,100,,50,0,0,{}
5004686,Gogeta's Power,1,91,1,0,,2,1,0,100,,50,0,0,{}
5004687,Terrifying Surge of Ki,1,78,1,0,,0,1,0,100,,0,0,0,{}
5004688,Father and Son Protecting the Future,1,78,1,0,,0,1,0,100,,0,0,0,{}
5004689,The Strength of a God and a Saiyan,1,81,1,0,,0,1,0,100,"{""source"": ""2672"", ""compiled"": 2672}",0,100,50,{}
5004690,The Strength of a God and a Saiyan,1,81,1,0,,0,1,0,100,"{""source"": ""2672"", ""compiled"": 2672}",0,100,50,{}
5004691,Support for Videl,4,1,1,0,,2,1,0,100,"{""source"": ""2731|3523|3524|3525"", ""compiled"": [""|"", 2731, 3523, 3524, 3525]}",300,0,0,{}
5004694,Resonant Minus Energy,1,3,1,0,,2,1,0,100,"{""source"": ""873|2467"", ""compiled"": [""|"", 873, 2467]}",30,30,0,{}
5004695,Expectations for Videl,1,2,1,0,,2,1,0,100,"{""source"": ""2169"", ""compiled"": 2169}",150,0,0,{}
5004696,Ranfan's Seductive Charm,4,3,1,0,,2,1,0,100,,150,150,0,{}
5004697,Ranfan's True Nature,1,2,2,10,,2,1,0,100,,30,0,0,{}
5004698,Cheelai's Consideration,1,5,16,0,,0,1,0,100,,3,0,0,{}
5004699,Fasha's Proposal,1,90,1,0,,2,1,0,100,"{""source"": ""2729"", ""compiled"": 2729}",70,0,0,{}
5004700,A Formidable Force in the Making,1,3,1,0,,2,99,1,100,"{""source"": ""18"", ""compiled"": 18}",100,100,0,{}
5004701,Plans for the Future,1,3,2,152,,2,2,0,100,"{""source"": ""22"", ""compiled"": 22}",20,20,0,{}
5004702,Strength Derived from Exaltation,1,3,1,0,,2,1,0,100,"{""source"": ""452"", ""compiled"": 452}",25,25,0,{}
5004703,Strength to Overcome Tension,1,78,1,0,,0,1,0,70,"{""source"": ""456"", ""compiled"": 456}",0,0,0,{}
5004704,Strength Derived from Exaltation,1,3,1,0,,2,1,0,100,"{""source"": ""452|997"", ""compiled"": [""|"", 452, 997]}",30,30,0,{}
5004705,Strength to Overcome Tension,1,3,2,33,,2,1,0,100,,20,20,0,{}
5004706,Taijoro's True Power,1,3,2,10,,2,1,0,100,,40,40,0,{}
5004708,Taijoro's True Power,1,13,1,0,,2,1,0,100,"{""source"": ""1409"", ""compiled"": 1409}",70,0,0,{}
5004720,Fight to Survive,4,13,1,0,,2,1,0,100,"{""source"": ""1284"", ""compiled"": 1284}",60,0,0,{}
5004721,Inescapable Horror,4,3,1,0,,2,1,0,100,"{""source"": ""47"", ""compiled"": 47}",200,200,0,{}
5004722,Impact of the New Form,1,13,1,0,,2,8,1,100,,90,0,0,{}
5004723,The Aftermath of Chaos,7,98,1,0,,2,1,0,100,"{""source"": ""24"", ""compiled"": 24}",50,99999,0,{}
5004724,The Ripple Effect of Ambition,7,98,1,0,,2,1,0,100,"{""source"": ""24"", ""compiled"": 24}",100,99999,0,{}
5004725,Adaptation to Extreme Cold,4,1,1,0,,2,1,0,100,"{""source"": ""1004"", ""compiled"": 1004}",70,0,0,{}
5004726,Anticipation for Battles,1,67,1,0,,0,1,0,50,"{""source"": ""735|736"", ""compiled"": [""|"", 735, 736]}",13,32,0,{}
5004727,Anomalies,7,81,1,0,,0,99,0,100,"{""source"": ""933"", ""compiled"": 933}",0,0,30,{}
5004728,Boiling Wrath,7,81,1,0,,0,99,0,100,"{""source"": ""933"", ""compiled"": 933}",0,0,30,{}
6001115,Radiant Maiden's Beautiful Love,1,3,1,0,,2,1,0,100,"{""source"": ""82"", ""compiled"": 82}",15,15,0,{}
6001122,Super Positivity,1,1,1,0,,2,1,0,100,"{""source"": ""86"", ""compiled"": 86}",20,0,0,{}
6001125,A Role to Play,1,90,1,0,,0,1,0,100,"{""source"": ""89"", ""compiled"": 89}",7,0,0,{}
6001248,Perfect Form Confidence,1,5,1,0,,0,1,0,100,"{""source"": ""103"", ""compiled"": 103}",1,0,0,{}
6001249,Perfect Form Pride,1,5,1,0,,0,1,0,100,"{""source"": ""103"", ""compiled"": 103}",1,0,0,{}
6001250,Perfect Form Nightmare,1,5,1,0,,0,1,0,100,"{""source"": ""103"", ""compiled"": 103}",1,0,0,{}
6001289,Mission Appointed by Goku,1,3,1,0,,2,6,1,100,,5,5,0,{}
6001290,Android #17's Trust,1,3,1,0,,2,6,1,100,,5,5,0,{}
6001306,Solid Course of Action,1,5,1,0,,0,1,0,100,"{""source"": ""119"", ""compiled"": 119}",1,0,0,{}
6001307,Best Course of Action,1,5,1,0,,0,1,0,100,"{""source"": ""119"", ""compiled"": 119}",1,0,0,{}
6001308,Divine Resistance,1,90,1,0,,0,1,0,100,"{""source"": ""118"", ""compiled"": 118}",7,0,0,{}
6001327,Synergy,1,5,2,0,,0,1,0,100,"{""source"": ""21"", ""compiled"": 21}",2,0,0,{}
6001328,Demoralizer,5,1,3,0,,3,2,0,100,,20,0,0,{}
6001329,Reinforce and Repair,1,4,1,0,,2,1,0,100,,5,0,0,{}
6001330,Numeric Mayhem,1,3,2,0,,2,1,0,100,,15,15,0,{}
6001331,Scientific Support,1,3,1,0,,2,1,0,100,"{""source"": ""125"", ""compiled"": 125}",5,5,0,{}
6001337,Fabled Strength,1,3,1,0,,2,1,0,100,"{""source"": ""80"", ""compiled"": 80}",15,15,0,{}
6001340,Feeling Good Today,1,61,1,0,,2,1,0,100,"{""source"": ""81"", ""compiled"": 81}",1,1,0,{}
6001341,The Power of Everyone's Love,1,3,1,0,,2,1,0,100,"{""source"": ""82"", ""compiled"": 82}",20,20,0,{}
6001342,Learning Ki,1,1,1,0,,2,6,1,100,,7,0,0,{}
6001343,"New Power, New Companions",11,81,1,0,,0,1,0,100,,0,50,10,{}
6001376,SOS from the Future,1,91,1,0,,2,1,0,100,"{""source"": ""132"", ""compiled"": 132}",30,0,0,{}
6001377,Time-Traveling Helper,1,5,1,0,,0,1,0,100,"{""source"": ""132"", ""compiled"": 132}",4,0,0,{}
6001378,Resistance Allies from the Future,1,3,1,0,,2,1,0,100,"{""source"": ""134"", ""compiled"": 134}",10,10,0,{}
6001422,Miraculous Transformation,7,110,1,0,,0,1,0,100,,2,4001422,0,{}
6001423,Supreme Battle Form,7,110,1,0,,0,1,0,100,,2,4001423,0,{}
6001424,Victory Will Be Mine!,7,110,1,0,,0,1,0,100,,2,4001424,0,{}
6001425,Indomitable Transformation,7,110,1,0,,0,1,0,100,,2,4001425,0,{}
6001426,Unrivaled Battle Form,7,110,1,0,,0,1,0,100,,2,4001426,0,{}
6001427,This Isn't the End!,7,110,1,0,,0,1,0,100,,2,4001427,0,{}
6001434,Secret of Birth,1,103,1,0,,0,1,0,100,"{""source"": ""61"", ""compiled"": 61}",4016320,0,1544,{}
6001435,Secret of Birth,1,103,1,0,,0,1,0,100,"{""source"": ""61"", ""compiled"": 61}",4016321,0,1545,{}
6001444,Fragments of Hope,1,5,1,0,,0,1,0,100,"{""source"": ""151"", ""compiled"": 151}",1,0,0,{}
6001445,Universe's Hope,1,5,1,0,,0,1,0,100,"{""source"": ""151"", ""compiled"": 151}",1,0,0,{}
6001446,"Love, Courage and Pride",1,5,1,0,,0,1,0,100,"{""source"": ""150"", ""compiled"": 150}",1,0,0,{}
6001449,Return of the Tuffles,1,79,1,0,,0,1,0,50,"{""source"": ""61"", ""compiled"": 61}",4016400,617,618,{}
6001450,Return of the Tuffles,1,79,1,0,,0,1,0,50,"{""source"": ""61"", ""compiled"": 61}",4016401,617,618,{}
6001471,One Last Gamble,1,90,1,0,,0,1,1,100,"{""source"": ""6"", ""compiled"": 6}",100,0,0,{}
6001483,Honoring Our Brethren,1,3,1,0,,2,1,0,100,"{""source"": ""163"", ""compiled"": 163}",15,15,0,{}
6001493,Phenomenal Resolve,1,5,1,0,,0,1,0,100,"{""source"": ""171"", ""compiled"": 171}",2,0,0,{}
6001499,Let's Join the Fight Together!,1,1,1,0,,2,1,0,100,"{""source"": ""159"", ""compiled"": 159}",6,0,0,{}
6001500,Let's Become Stronger Together!,1,1,1,0,,2,1,0,100,"{""source"": ""159"", ""compiled"": 159}",7,0,0,{}
6001501,Let's Go Even Further Together!,1,1,1,0,,2,1,0,100,"{""source"": ""159"", ""compiled"": 159}",10,0,0,{}
6001502,Overwhelming Sensitivity,1,91,1,0,,2,1,0,100,"{""source"": ""162"", ""compiled"": 162}",6,0,0,{}
6001503,Unstable Emotions,1,1,1,0,,2,1,0,100,"{""source"": ""178"", ""compiled"": 178}",10,0,0,{}
6001541,Rising Rage,1,5,1,0,,0,1,0,100,"{""source"": ""27"", ""compiled"": 27}",2,0,0,{}
6001552,Scouting for Heroes,1,3,1,0,,2,1,0,100,"{""source"": ""135"", ""compiled"": 135}",12,12,0,{}
6001553,Charisma of a Hero,1,3,1,0,,2,1,0,100,"{""source"": ""135"", ""compiled"": 135}",17,17,0,{}
6001560,Aggressive Daring,1,3,2,0,,2,1,0,70,,30,30,0,{}
6001570,Power Times Two,1,3,1,0,,2,1,0,100,"{""source"": ""219"", ""compiled"": 219}",10,10,0,{}
6001596,Super Strength,1,4,1,0,,2,1,0,100,"{""source"": ""97"", ""compiled"": 97}",10,0,0,{}
6001597,Bond of the Namekians,1,13,1,0,,2,1,0,100,"{""source"": ""112 & 348"", ""compiled"": [""&"", 112, 348]}",40,0,0,{}
6001598,Beliefs of the Namekians,1,13,1,0,,2,1,0,100,"{""source"": ""112 & 348"", ""compiled"": [""&"", 112, 348]}",23,0,0,{}
6001599,Pure Friendship,3,1,1,0,,2,1,0,100,"{""source"": ""26"", ""compiled"": 26}",10,0,0,{}
6001605,New Machine Development,1,3,1,0,,2,1,0,100,"{""source"": ""264"", ""compiled"": 264}",13,13,0,{}
6001611,True Strength Hidden in an Adorable Form,1,3,1,0,,2,1,0,100,"{""source"": ""81"", ""compiled"": 81}",10,10,0,{}
6001653,Enlarged Muscles,1,3,1,0,,2,6,1,100,,10,10,0,{}
6001656,Enlarged Muscles,1,3,1,0,,2,1,0,100,,40,40,0,{}
6001657,Enlarged Muscles,1,5,1,0,,0,6,1,100,,1,0,0,{}
6001665,The Glamour of Adventure,1,3,1,0,,2,1,0,100,"{""source"": ""247"", ""compiled"": 247}",7,7,0,{}
6001670,Game Starts,1,5,1,0,,0,1,0,100,"{""source"": ""102"", ""compiled"": 102}",1,0,0,{}
6001671,Meaning of the Game,1,5,1,0,,0,1,0,100,"{""source"": ""102"", ""compiled"": 102}",1,0,0,{}
6001672,A Serious Game,1,5,1,0,,0,1,0,100,"{""source"": ""102"", ""compiled"": 102}",1,0,0,{}
6001673,A Serious Game,1,5,1,0,,0,1,0,100,"{""source"": ""102"", ""compiled"": 102}",1,0,0,{}
6001677,Proliferation,1,1,1,0,,2,1,0,100,"{""source"": ""237"", ""compiled"": 237}",8,0,0,{}
6001678,Dispersion,1,1,1,0,,2,1,0,100,"{""source"": ""237"", ""compiled"": 237}",10,0,0,{}
6001680,A Matter of Urgency,1,3,1,0,,2,1,0,100,"{""source"": ""280"", ""compiled"": 280}",6,6,0,{}
6001681,In One's Capabilities,1,3,1,0,,2,1,0,100,"{""source"": ""280"", ""compiled"": 280}",7,7,0,{}
6001907,Rage Against Androids,1,3,1,0,,2,1,0,100,"{""source"": ""326"", ""compiled"": 326}",30,30,0,{}
6001928,Namekian Pride,1,5,1,0,,0,1,0,100,"{""source"": ""373"", ""compiled"": 373}",1,0,0,{}
6001932,Armored Squad's Skill,1,3,1,0,,2,1,0,100,"{""source"": ""383"", ""compiled"": 383}",20,20,0,{}
6001933,Armored Squad's Power,1,3,1,0,,2,1,0,100,"{""source"": ""383"", ""compiled"": 383}",30,30,0,{}
6001939,To a New Realm,1,2,1,0,,2,1,0,100,"{""source"": ""390|(389&396)"", ""compiled"": [""|"", 390, [""&"", 389, 396]]}",11,0,0,{}
6001953,Capability of a Researcher,1,91,1,0,,2,1,0,100,"{""source"": ""413"", ""compiled"": 413}",10,0,0,{}
